Duration (in seconds),Q66_1,catch1,catch2,rehearse_question,rehearse_question_2_TEXT,conversation_focus,earworms,convo_memory_friend,convo_memory_friend_1_TEXT,convo_memory_self,convo_memory_self_1_TEXT,hearing_conversation,hearing_conversation_1_TEXT,sing_along,sing_along_thinking,other_voice_quality,other_voice_quality_1_TEXT,thinking_in_ideas,thinking_in_ideas_1_TEXT,express_inner_states,stress_IS,narrative_IS,dyslexia,revise_convo,rehearse_convo,exp_type_nodding_off,impulsiveness_1,impulsiveness_2,impulsiveness_3,others_experiences_1,others_experiences_4,others_experiences_5,others_experiences_DO_1,others_experiences_DO_4,others_experiences_DO_5,Q63_95,Q63_96,Q63_97,Q63_98,Q63_100,Q63_101,Q63_102,Q63_103,Q63_105,Q63_106,Q63_108,Q63_109,Q63_111,Q63_112,Q63_115,Factor2_1...68,Q63_116,Q63_117,catch3,VSIQ_DO_Q63_95,VSIQ_DO_Q63_96,VSIQ_DO_Q63_97,VSIQ_DO_Q63_98,VSIQ_DO_Q63_100,VSIQ_DO_Q63_101,VSIQ_DO_Q63_102,VSIQ_DO_Q63_103,VSIQ_DO_Q63_105,VSIQ_DO_Q63_106,VSIQ_DO_Q63_108,VSIQ_DO_Q63_109,VSIQ_DO_Q63_111,VSIQ_DO_Q63_112,VSIQ_DO_Q63_115,VSIQ_DO_Factor2_1,VSIQ_DO_Q63_116,VSIQ_DO_Q63_117,VSIQ_DO_catch3,Q319,Q320,Q321,Q323,education_level,Q325,Q326,comments,source,code,InnerSpeechQuestions_DO_conversation_focus,InnerSpeechQuestions_DO_impulsiveness_1,InnerSpeechQuestions_DO_convo_memory_self,InnerSpeechQuestions_DO_narrative_IS,InnerSpeechQuestions_DO_dyslexia,InnerSpeechQuestions_DO_sing_along_thinking,InnerSpeechQuestions_DO_revise_convo,InnerSpeechQuestions_DO_rehearse_convo,InnerSpeechQuestions_DO_express_inner_states,InnerSpeechQuestions_DO_impulsiveness_3,InnerSpeechQuestions_DO_exp_type_nodding_off,InnerSpeechQuestions_DO_stress_IS,InnerSpeechQuestions_DO_catch2,InnerSpeechQuestions_DO_sing_along,InnerSpeechQuestions_DO_rehearse_question,InnerSpeechQuestions_DO_other_voice_quality,InnerSpeechQuestions_DO_thinking_in_ideas,InnerSpeechQuestions_DO_impulsiveness_2,InnerSpeechQuestions_DO_earworms,InnerSpeechQuestions_DO_convo_memory_friend,InnerSpeechQuestions_DO_catch1,InnerSpeechQuestions_DO_hearing_conversation,worker_id
257,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind some of what I am going to ask before asking it,-999,Never,Multiple times a day,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - definitely,Exactly like regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Very often,Very often,"Primarily visual (you ""see"" situations, objects, people etc. in your mind)",Strongly disagree,Strongly agree,Strongly disagree,50,31,42,1,2,3,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 6,Somewhat disagree,Click to write Scale point 6,2,7,16,13,3,5,14,4,10,15,1,18,11,9,6,19,8,17,12,Male,Yes,-999,48,"Some college, no degree",NA,Designer/marketing,-999,NA,aJXEAhjrTraOtYAnGoyn,21,18,5,12,16,8,14,10,15,20,3,13,1,7,2,9,22,19,17,4,11,6,KPfJRNRo
288,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Often,A few times a week,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - somewhat,Mostly similar to regular thinking,I hear the words but I can't tell whose voice it is.,-999,More like a conversation,-999,Agree,"Yes, very",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Very often,Often,"Primarily visual (you ""see"" situations, objects, people etc. in your mind)",Agree,Neither agree nor disagree,Disagree,30,42,30,1,2,3,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,17,16,5,15,3,7,9,2,12,6,11,14,10,4,19,13,18,1,8,Female,Yes,na,49,Bachelor's degree,human sevices,public health,-999,NA,GqHpKRErTrcHTOAODDWV,11,18,5,17,16,8,15,21,12,20,2,10,13,7,14,9,22,19,3,4,1,6,Ps3HVmAH
143,Got it. I promise to read the questions carefully.,TRUE,Three,I think of a question I want to ask and just ask it,-999,Rarely,A few times a week,"I can easily recall it. If I wrote it down and matched to a recording of the conversation, there'd be an almost perfect match",-999,"I can easily recall it. If I wrote it down and matched to a recording of the conversation, there'd be an almost perfect match",-999,I hear a condensed version (e.g. only some words).,-999,Yes - somewhat,Mostly similar to regular thinking,I hear what they say but in my own voice.,-999,More like a conversation,-999,Disagree,Maybe a little,It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Sometimes,Rarely,"Primarily visual (you ""see"" situations, objects, people etc. in your mind)",Neither agree nor disagree,Agree,Agree,48,65,41,1,2,3,Click to write Scale point 9,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 6,14,8,3,12,5,13,11,15,16,6,19,10,17,2,9,18,7,4,1,Male,Yes,-999,29,Master's degree,mba,office worker,na,NA,aAQnkdErTrRlhPMvfGqk,15,20,5,16,12,8,13,21,14,19,17,11,10,7,1,9,2,18,3,4,22,6,pylKRwzb
281,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Sometimes,A few times a month,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - somewhat,Exactly like regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Neither agree not disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Sometimes,Sometimes,"An even mix of verbal, visual, sensory, and emotional",Disagree,Agree,Disagree,33,48,72,1,2,3,Click to write Scale point 9,Click to write Scale point 10,Somewhat disagree,Somewhat disagree,Click to write Scale point 9,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 6,1,16,8,14,6,3,5,11,2,9,17,19,12,13,15,10,4,7,18,Male,Yes,-999,55,Bachelor's degree,accounting,home inspector,-999,NA,YQJJNYJrTrMXTbiDgzTg,17,19,5,2,3,8,22,10,16,20,14,11,15,7,1,9,12,18,21,4,13,6,26Z3U4Qu
448,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Rarely,A few times a week,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - somewhat,Mostly different from regular thinking,I hear what they say but in my own voice.,-999,More like a conversation,-999,Disagree,Maybe a little,It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Sometimes,Sometimes,"An even mix of verbal, visual, sensory, and emotional",Disagree,Agree,Disagree,72,13,91,1,2,3,Click to write Scale point 9,Somewhat disagree,Click to write Scale point 9,Somewhat disagree,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 9,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,3,10,12,11,18,7,9,15,14,16,6,17,2,19,8,1,5,13,4,Male,Yes,N/A,59,Bachelor's degree,Earth Sciences,Administrative Staff,none,NA,GgQOYLrrTrVpkEreCaaa,14,18,5,2,16,8,17,10,3,19,13,11,22,7,12,9,21,20,15,4,1,6,qPOXJpNv
174,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Never,A few times a week,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,I hear a condensed version (e.g. only some words).,-999,No - but I can imagine how others can do it,Not at all,I hear what they say in their voice.,-999,More like a conversation,-999,Disagree,"No, I don't think so",It's exactly like real life,"No, never",Rarely,Sometimes,"Primarily verbal (you ""hear"" or ""speak"" words and sentences in your mind)",Disagree,Neither agree nor disagree,Disagree,50,22,40,1,2,3,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 9,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 9,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 6,15,17,4,1,16,12,13,14,5,3,18,6,7,9,11,19,10,8,2,Female,Yes,-999,46,Bachelor's degree,nursing,cashier,none,NA,FJGeiQwrTraDEniXJRdC,10,20,5,3,22,8,17,11,21,18,12,1,16,7,14,9,13,19,15,4,2,6,GJMX4RUC
395,Got it. I promise to read the questions carefully.,TRUE,Three,I'm never in a position to ask questions in front of an audience,-999,Never,A few times a year,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - definitely,Exactly like regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Sometimes,Sometimes,"My inner experience in that situation doesn't have a specific ""format""",Disagree,Agree,Disagree,59,61,85,1,2,3,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 6,4,6,19,18,2,11,13,12,3,10,8,9,7,5,15,14,17,16,1,Male,Yes,-999,43,Bachelor's degree,sociology,maintenance,Seemed like it took more than 40 minutes. The pay was horrible for what was requested. I did not find the experiments brief as described in the instructions. They were tedious...not brief.,NA,PdjzLqurTrKnGcrRCXqU,12,20,5,2,3,8,1,21,13,18,14,15,17,7,10,9,22,19,11,4,16,6,mZqk099M
253,Got it. I promise to read the questions carefully.,TRUE,Three,I'm never in a position to ask questions in front of an audience,-999,Never,A few times a year,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - definitely,Neutral,I hear what they say in their voice.,-999,More like a conversation,-999,Strongly disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Never,Never,"My inner experience in that situation doesn't have a specific ""format""",Strongly disagree,Agree,Strongly disagree,61,59,50,2,3,1,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 9,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,5,7,10,11,17,1,18,12,19,15,2,3,8,9,6,16,14,13,4,Female,Yes,-999,60,"PhD, law, or medical degree",Law,Administrator,-999,NA,ywyrYuxrTrYIkegRzVKy,1,19,5,10,12,8,2,11,16,20,3,22,21,7,14,9,17,18,13,4,15,6,0CxunTLR
216,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind some of what I am going to ask before asking it,-999,Sometimes,A few times a month,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,It's just like I'm hearing the conversation again.,-999,Yes - definitely,Mostly similar to regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Neither agree not disagree,Maybe a little,It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Sometimes,Sometimes,"Primarily visual (you ""see"" situations, objects, people etc. in your mind)",Disagree,Agree,Disagree,100,97,97,1,2,3,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 8,7,3,9,17,12,10,16,15,8,6,5,4,18,14,13,11,19,2,1,Male,Yes,-999,29,High school diploma,NA,Arborist,Pay people fairly. This was grossly underpaid.,NA,JWysTBTrTrSslbibwChW,16,20,5,11,10,8,12,13,22,19,2,21,1,7,3,9,15,18,17,4,14,6,XWkUpOyp
391,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind some of what I am going to ask before asking it,-999,Sometimes,A few times a week,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,I hear a condensed version (e.g. only some words).,-999,No - I can't imagine how anyone could do this,Neutral,I hear what they say in their voice.,-999,More like a conversation,-999,Neither agree not disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Very often,Often,"An even mix of verbal, visual, sensory, and emotional",Disagree,Agree,Neither agree nor disagree,83,89,88,1,3,2,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,8,19,1,4,11,15,13,14,17,3,5,12,7,2,10,6,18,16,9,Male,Yes,-999,43,Master's degree,Education,Teacher,-999,NA,nXKXhjerTrGzVmFAoIEa,14,19,5,21,15,8,2,1,11,18,17,10,22,7,3,9,13,20,16,4,12,6,3HwZ3aSO
151,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Sometimes,A few times a week,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"I can easily recall it. If I wrote it down and matched to a recording of the conversation, there'd be an almost perfect match",-999,I hear a condensed version (e.g. only some words).,-999,Yes - definitely,Exactly like regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Agree,Maybe a little,It's just for the viewer/reader's benefit,"No, never",Sometimes,Sometimes,"Primarily verbal (you ""hear"" or ""speak"" words and sentences in your mind)",Disagree,Agree,Agree,80,69,80,1,2,3,Somewhat disagree,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Somewhat disagree,Somewhat disagree,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 6,2,17,5,7,19,9,4,14,15,3,13,1,8,6,10,11,18,16,12,Male,Yes,-999,31,"Some college, no degree",NA,unemployed,-999,NA,lfZXtMVrTrNUmaXEsrea,3,19,5,10,15,8,11,16,12,18,14,13,22,7,2,9,1,20,21,4,17,6,RHqN8QGm
255,Got it. I promise to read the questions carefully.,TRUE,Three,I'm never in a position to ask questions in front of an audience,-999,Never,A few times a year,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,I hear something but I can't describe it.,-999,No - but I can imagine how others can do it,Not at all,I hear what they say in their voice.,-999,More like a conversation,-999,Disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Rarely,Rarely,"My inner experience in that situation doesn't have a specific ""format""",Strongly disagree,Agree,Disagree,29,39,70,3,1,2,Click to write Scale point 8,Somewhat disagree,Click to write Scale point 8,Somewhat disagree,Click to write Scale point 8,Somewhat disagree,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 8,Somewhat disagree,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 8,Somewhat disagree,Click to write Scale point 9,Click to write Scale point 6,7,1,19,12,17,5,14,13,2,15,6,8,9,3,16,4,11,18,10,Male,Yes,-999,26,High school diploma,NA,social media manager,-999,NA,ywktnIbrTrwIvuKFvHsP,22,20,5,15,13,8,21,12,14,18,16,2,17,7,3,9,1,19,11,4,10,6,zzU1ectZ
345,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Rarely,A few times a week,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - somewhat,Mostly similar to regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Neither agree not disagree,"No, I don't think so",It's just for the viewer/reader's benefit,"No, never",Often,Often,"My inner experience in that situation doesn't have a specific ""format""",Strongly disagree,Strongly agree,Strongly disagree,60,24,65,2,3,1,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 6,9,12,5,8,17,14,15,16,4,13,7,18,6,19,2,1,3,10,11,Male,Yes,n/a,50,"Some college, no degree",NA,Substitute teacher,n/a,NA,JsQsbBXrTrmeuGXdpNHN,14,18,5,15,17,8,16,12,22,20,1,11,10,7,3,9,2,19,21,4,13,6,7rvMjiCW
300,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind some of what I am going to ask before asking it,-999,Rarely,A few times a year,"I can easily recall it. If I wrote it down and matched to a recording of the conversation, there'd be an almost perfect match",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - definitely,Neutral,I hear what they say but in my own voice.,-999,More like a conversation,-999,Disagree,Maybe a little,It's just for the viewer/reader's benefit,"No, never",Sometimes,Rarely,Primarily emotional,Strongly disagree,Agree,Strongly disagree,42,71,29,2,3,1,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 6,1,13,2,4,19,14,11,5,7,10,18,9,15,6,8,16,12,3,17,Male,Yes,-999,36,"Some college, no degree",NA,Freelancer,-999,NA,kqjbyYwrTrgfIyMtsRpo,12,20,5,13,16,8,17,14,21,19,22,2,1,7,11,9,3,18,10,4,15,6,JeMnPabT
389,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind some of what I am going to ask before asking it,-999,Rarely,Multiple times a day,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - definitely,Mostly similar to regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Strongly disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Rarely,Sometimes,"Primarily verbal (you ""hear"" or ""speak"" words and sentences in your mind)",Strongly disagree,Strongly agree,Strongly disagree,50,50,50,1,2,3,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 9,Somewhat disagree,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 8,Somewhat disagree,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 6,Somewhat disagree,Click to write Scale point 6,1,14,9,13,10,2,11,4,17,18,19,15,12,6,3,16,8,5,7,Male,Yes,-999,40,"Some college, no degree",NA,Construction \ Artist,This was honestly underpaid for the amount of work involved.,NA,rjbqoTKrTrfgajJNqRHM,16,19,5,22,15,8,21,13,11,20,12,10,17,7,1,9,2,18,3,4,14,6,ts7nbQkN
421,Got it. I promise to read the questions carefully.,TRUE,Three,I think of a question I want to ask and just ask it,-999,Never,A few times a year,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - definitely,Exactly like regular thinking,I hear what they say in their voice.,-999,"More like ""thinking in ideas"". Can you elaborate or give an example of what this means to you?",I express myself mentally but not in an inner voice form,Strongly disagree,"No, I don't think so",It's just for the viewer/reader's benefit,"No, never",Rarely,Rarely,"Primarily visual (you ""see"" situations, objects, people etc. in your mind)",Strongly disagree,Agree,Disagree,24,72,50,2,3,1,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 6,14,16,11,10,9,19,12,18,15,13,5,4,7,6,1,2,3,17,8,Male,Yes,-999,64,Associate's degree,Electrical engineering,Forestry,-999,NA,MkDTRczrTryhKewgSauX,2,20,5,22,14,8,21,3,11,19,17,1,10,7,15,9,13,18,16,4,12,6,CPt18YMj
316,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Often,A few times a month,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - somewhat,Mostly similar to regular thinking,I hear what they say but in my own voice.,-999,More like a conversation,-999,Agree,Maybe a little,It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Very often,Often,"Primarily visual (you ""see"" situations, objects, people etc. in your mind)",Disagree,Strongly agree,Strongly disagree,81,71,72,1,2,3,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,8,10,16,6,18,12,5,3,13,14,9,1,11,2,7,4,17,15,19,Female,Yes,N/a,37,Bachelor's degree,Fine Art,food server,"No comments, thank you!",NA,ZGfwhRTrTraLwQrUgCgH,14,20,5,21,11,8,15,17,10,18,12,22,2,7,1,9,16,19,3,4,13,6,Qy5J1Mxs
346,Got it. I promise to read the questions carefully.,TRUE,Three,I think of a question I want to ask and just ask it,-999,Sometimes,A few times a month,Other,I remember the idea.,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I can't hear it, but I can still recall it. Please briefly say something about how you are recalling it:",I remember the general point and the feelings I had associated with the ideas.,Yes - somewhat,Mostly similar to regular thinking,I hear what they say in their voice.,-999,"More like ""thinking in ideas"". Can you elaborate or give an example of what this means to you?",I really do think in concepts rather than forming words in my head.,Strongly agree,Maybe a little,It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Sometimes,Never,"Primarily visual (you ""see"" situations, objects, people etc. in your mind)",Strongly disagree,Agree,Disagree,2,100,31,2,3,1,Somewhat disagree,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 6,6,8,4,12,19,17,13,15,3,16,1,18,9,7,14,5,11,2,10,Female,Yes,-999,34,Associate's degree,Therapeutic Massage,shipping associate,-999,NA,LtUIlEirTrhdKLNNtQHj,10,18,5,11,1,8,16,17,21,20,2,13,3,7,15,9,14,19,22,4,12,6,vhsbIoXa
